,jurisdiction,state_population,violent_crime_total,murder_manslaughter,rape_legacy,rape_revised,robbery,agg_assault,property_crime_total,burglary,larceny,incarcerated_total,incarcerated_white,incarcerated_black,incarcerated_hispanic,incarcerated_amerind,incarcerated_asian,incarcerated_other,incarcerated_unknown,incarcerated_nonwhite,Year
119,Kentucky,"4,118,189","10,232",181,"1,124",,"3,224","5,703","103,370","26,034","69,083",22340.152777777777,9702.0,10199.60606060606,331.2916666666667,267.44444444444446,101.94791666666667,806.3452380952381,27.98611111111111,12638.152777777777,2003
120,Louisiana,"4,493,665","28,622",584,"1,601",,"7,008","19,429","193,698","44,572","129,471",22340.152777777777,9702.0,10199.60606060606,331.2916666666667,267.44444444444446,101.94791666666667,806.3452380952381,27.98611111111111,12638.152777777777,2003
121,Maine,"1,309,205","1,422",16,354,,289,763,"32,078","6,579","24,043",22340.152777777777,9702.0,10199.60606060606,331.2916666666667,267.44444444444446,101.94791666666667,806.3452380952381,27.98611111111111,12638.152777777777,2003
122,Maryland,"5,512,310","38,778",525,"1,358",,"13,302","23,593","209,418","38,641","134,372",22340.152777777777,9702.0,10199.60606060606,331.2916666666667,267.44444444444446,101.94791666666667,806.3452380952381,27.98611111111111,12638.152777777777,2003
123,Massachusetts,"6,420,357","30,377",140,"1,848",,"8,011","20,378","164,543","34,963","104,069",22340.152777777777,9702.0,10199.60606060606,331.2916666666667,267.44444444444446,101.94791666666667,806.3452380952381,27.98611111111111,12638.152777777777,2003
124,Michigan,"10,082,364","51,550",612,"5,470",,"11,254","34,214","330,565","68,316","208,538",22340.152777777777,9702.0,10199.60606060606,331.2916666666667,267.44444444444446,101.94791666666667,806.3452380952381,27.98611111111111,12638.152777777777,2003
125,Minnesota,"5,064,172","13,316",127,"2,092",,"3,906","7,191","157,663","27,698","116,216",22340.152777777777,9702.0,10199.60606060606,331.2916666666667,267.44444444444446,101.94791666666667,806.3452380952381,27.98611111111111,12638.152777777777,2003
126,Mississippi,"2,882,594","9,336",267,"1,079",,"3,016","4,974","106,867","29,564","68,307",22340.152777777777,9702.0,10199.60606060606,331.2916666666667,267.44444444444446,101.94791666666667,806.3452380952381,27.98611111111111,12638.152777777777,2003
127,Missouri,"5,719,204","28,067",289,"1,400",,"6,686","19,692","233,564","41,997","161,616",22340.152777777777,9702.0,10199.60606060606,331.2916666666667,267.44444444444446,101.94791666666667,806.3452380952381,27.98611111111111,12638.152777777777,2003
128,Montana,"918,157","3,351",30,246,,298,"2,777","28,428","3,722","22,800",22340.152777777777,9702.0,10199.60606060606,331.2916666666667,267.44444444444446,101.94791666666667,806.3452380952381,27.98611111111111,12638.152777777777,2003
129,Nebraska,"1,737,475","5,105",56,504,,"1,165","3,380","65,189","10,133","48,924",22340.152777777777,9702.0,10199.60606060606,331.2916666666667,267.44444444444446,101.94791666666667,806.3452380952381,27.98611111111111,12638.152777777777,2003
130,Nevada,"2,242,207","13,813",197,871,,"5,225","7,520","96,128","21,958","53,321",22340.152777777777,9702.0,10199.60606060606,331.2916666666667,267.44444444444446,101.94791666666667,806.3452380952381,27.98611111111111,12638.152777777777,2003
131,New Hampshire,"1,288,705","1,937",17,438,,480,"1,002","26,456","4,589","19,934",22340.152777777777,9702.0,10199.60606060606,331.2916666666667,267.44444444444446,101.94791666666667,806.3452380952381,27.98611111111111,12638.152777777777,2003
132,New Jersey,"8,642,412","31,488",406,"1,288",,"13,342","16,452","220,350","43,457","142,287",22340.152777777777,9702.0,10199.60606060606,331.2916666666667,267.44444444444446,101.94791666666667,806.3452380952381,27.98611111111111,12638.152777777777,2003
133,New Mexico,"1,878,562","12,535",116,940,,"1,937","9,542","76,816","18,997","50,595",22340.152777777777,9702.0,10199.60606060606,331.2916666666667,267.44444444444446,101.94791666666667,806.3452380952381,27.98611111111111,12638.152777777777,2003
134,New York,"19,212,425","89,486",934,"3,775",,"35,790","48,987","432,079","75,453","311,422",22340.152777777777,9702.0,10199.60606060606,331.2916666666667,267.44444444444446,101.94791666666667,806.3452380952381,27.98611111111111,12638.152777777777,2003
135,North Carolina,"8,421,190","38,243",506,"2,139",,"12,229","23,369","359,660","100,687","232,081",22340.152777777777,9702.0,10199.60606060606,331.2916666666667,267.44444444444446,101.94791666666667,806.3452380952381,27.98611111111111,12638.152777777777,2003
136,North Dakota,"633,400",508,9,160,,53,286,"13,364","1,959","10,327",22340.152777777777,9702.0,10199.60606060606,331.2916666666667,267.44444444444446,101.94791666666667,806.3452380952381,27.98611111111111,12638.152777777777,2003
137,Ohio,"11,437,680","38,185",526,"4,660",,"16,895","16,104","417,483","95,083","281,383",22340.152777777777,9702.0,10199.60606060606,331.2916666666667,267.44444444444446,101.94791666666667,806.3452380952381,27.98611111111111,12638.152777777777,2003
138,Oklahoma,"3,506,469","17,758",206,"1,501",,"3,224","12,827","151,208","34,846","103,404",22340.152777777777,9702.0,10199.60606060606,331.2916666666667,267.44444444444446,101.94791666666667,806.3452380952381,27.98611111111111,12638.152777777777,2003
139,Oregon,"3,564,330","10,506",68,"1,218",,"2,847","6,373","169,863","28,562","122,327",22340.152777777777,9702.0,10199.60606060606,331.2916666666667,267.44444444444446,101.94791666666667,806.3452380952381,27.98611111111111,12638.152777777777,2003
140,Pennsylvania,"12,370,761","49,210",647,"3,556",,"17,980","27,027","300,639","53,918","213,279",22340.152777777777,9702.0,10199.60606060606,331.2916666666667,267.44444444444446,101.94791666666667,806.3452380952381,27.98611111111111,12638.152777777777,2003
141,Rhode Island,"1,076,084","3,074",25,505,,830,"1,714","32,231","5,524","22,320",22340.152777777777,9702.0,10199.60606060606,331.2916666666667,267.44444444444446,101.94791666666667,806.3452380952381,27.98611111111111,12638.152777777777,2003
142,South Carolina,"4,148,744","33,455",303,"1,952",,"5,801","25,399","187,592","43,993","127,809",22340.152777777777,9702.0,10199.60606060606,331.2916666666667,267.44444444444446,101.94791666666667,806.3452380952381,27.98611111111111,12638.152777777777,2003
143,South Dakota,"764,905","1,329",10,356,,104,859,"15,324","2,878","11,572",22340.152777777777,9702.0,10199.60606060606,331.2916666666667,267.44444444444446,101.94791666666667,806.3452380952381,27.98611111111111,12638.152777777777,2003
144,Tennessee,"5,845,208","40,409",396,"2,129",,"9,413","28,471","256,565","63,323","166,769",22340.152777777777,9702.0,10199.60606060606,331.2916666666667,267.44444444444446,101.94791666666667,806.3452380952381,27.98611111111111,12638.152777777777,2003
145,Texas,"22,103,374","122,246","1,422","8,025",,"37,017","75,782","1,016,735","219,877","698,644",22340.152777777777,9702.0,10199.60606060606,331.2916666666667,267.44444444444446,101.94791666666667,806.3452380952381,27.98611111111111,12638.152777777777,2003
146,Utah,"2,352,119","5,889",60,919,,"1,258","3,652","100,084","16,961","75,321",22340.152777777777,9702.0,10199.60606060606,331.2916666666667,267.44444444444446,101.94791666666667,806.3452380952381,27.98611111111111,12638.152777777777,2003
147,Vermont,"619,343",707,15,126,,62,504,"13,803","3,017","10,132",22340.152777777777,9702.0,10199.60606060606,331.2916666666667,267.44444444444446,101.94791666666667,806.3452380952381,27.98611111111111,12638.152777777777,2003
148,Virginia,"7,365,284","20,490",416,"1,807",,"6,713","11,554","200,449","29,105","153,367",22340.152777777777,9702.0,10199.60606060606,331.2916666666667,267.44444444444446,101.94791666666667,806.3452380952381,27.98611111111111,12638.152777777777,2003
149,Washington,"6,131,298","21,272",182,"2,863",,"5,718","12,509","291,542","58,271","192,653",22340.152777777777,9702.0,10199.60606060606,331.2916666666667,267.44444444444446,101.94791666666667,806.3452380952381,27.98611111111111,12638.152777777777,2003
150,West Virginia,"1,811,440","4,627",73,311,,701,"3,542","42,370","10,498","28,409",22340.152777777777,9702.0,10199.60606060606,331.2916666666667,267.44444444444446,101.94791666666667,806.3452380952381,27.98611111111111,12638.152777777777,2003
151,Wisconsin,"5,474,290","12,104",183,"1,202",,"4,397","6,322","157,684","26,546","118,775",22340.152777777777,9702.0,10199.60606060606,331.2916666666667,267.44444444444446,101.94791666666667,806.3452380952381,27.98611111111111,12638.152777777777,2003
152,Wyoming,"502,111","1,314",14,136,,84,"1,080","16,648","2,611","13,239",22340.152777777777,9702.0,10199.60606060606,331.2916666666667,267.44444444444446,101.94791666666667,806.3452380952381,27.98611111111111,12638.152777777777,2003
153,Alaska,"657,755","4,159",37,558,,447,"3,117","22,172","3,773","16,159",22732.59259259259,9657.246913580248,11013.466666666667,316.8611111111111,268.3333333333333,101.59803921568627,682.4019607843137,54.833333333333336,13075.345679012345,2004
154,Arizona,"5,739,879","28,952",414,"1,896",,"7,721","18,921","291,203","56,885","179,012",22732.59259259259,9657.246913580248,11013.466666666667,316.8611111111111,268.3333333333333,101.59803921568627,682.4019607843137,54.833333333333336,13075.345679012345,2004
155,Alabama,"4,525,375","19,324",254,"1,742",,"6,042","11,286","182,340","44,666","123,650",22732.59259259259,9657.246913580248,11013.466666666667,316.8611111111111,268.3333333333333,101.59803921568627,682.4019607843137,54.833333333333336,13075.345679012345,2004
156,Arkansas,"2,750,000","13,814",176,"1,183",,"2,372","10,083","110,911","30,151","74,242",22732.59259259259,9657.246913580248,11013.466666666667,316.8611111111111,268.3333333333333,101.59803921568627,682.4019607843137,54.833333333333336,13075.345679012345,2004
157,California,"35,842,038","189,175","2,392","9,615",,"61,768","115,400","1,227,194","245,903","728,687",22732.59259259259,9657.246913580248,11013.466666666667,316.8611111111111,268.3333333333333,101.59803921568627,682.4019607843137,54.833333333333336,13075.345679012345,2004
158,Colorado,"4,601,821","17,121",201,"1,945",,"3,739","11,236","180,322","33,010","123,308",22732.59259259259,9657.246913580248,11013.466666666667,316.8611111111111,268.3333333333333,101.59803921568627,682.4019607843137,54.833333333333336,13075.345679012345,2004
159,Connecticut,"3,498,966","10,113",100,755,,"4,188","5,070","93,942","15,959","66,770",22732.59259259259,9657.246913580248,11013.466666666667,316.8611111111111,268.3333333333333,101.59803921568627,682.4019607843137,54.833333333333336,13075.345679012345,2004
160,Delaware,"830,069","5,105",28,357,,"1,343","3,377","27,256","5,669","19,285",22732.59259259259,9657.246913580248,11013.466666666667,316.8611111111111,268.3333333333333,101.59803921568627,682.4019607843137,54.833333333333336,13075.345679012345,2004
161,DC,"554,239","7,590",198,222,,"3,202","3,968","26,896","3,946","14,542",22732.59259259259,9657.246913580248,11013.466666666667,316.8611111111111,268.3333333333333,101.59803921568627,682.4019607843137,54.833333333333336,13075.345679012345,2004
162,Florida,"17,385,430","123,754",946,"6,612",,"29,997","86,199","727,141","166,332","482,484",22732.59259259259,9657.246913580248,11013.466666666667,316.8611111111111,268.3333333333333,101.59803921568627,682.4019607843137,54.833333333333336,13075.345679012345,2004
163,Georgia,"8,918,129","40,217",613,"2,387",,"13,656","23,561","376,656","82,992","249,426",22732.59259259259,9657.246913580248,11013.466666666667,316.8611111111111,268.3333333333333,101.59803921568627,682.4019607843137,54.833333333333336,13075.345679012345,2004
164,Hawaii,"1,262,124","3,213",33,333,,944,"1,903","60,525","10,827","41,078",22732.59259259259,9657.246913580248,11013.466666666667,316.8611111111111,268.3333333333333,101.59803921568627,682.4019607843137,54.833333333333336,13075.345679012345,2004
165,Idaho,"1,395,140","3,452",31,594,,241,"2,586","38,799","7,671","28,389",22732.59259259259,9657.246913580248,11013.466666666667,316.8611111111111,268.3333333333333,101.59803921568627,682.4019607843137,54.833333333333336,13075.345679012345,2004
166,Illinois,"12,712,016","69,365",780,"4,220",,"22,582","41,783","403,486","76,088","287,025",22732.59259259259,9657.246913580248,11013.466666666667,316.8611111111111,268.3333333333333,101.59803921568627,682.4019607843137,54.833333333333336,13075.345679012345,2004
167,Indiana,"6,226,537","20,294",316,"1,803",,"6,373","11,802","211,929","42,168","148,670",22732.59259259259,9657.246913580248,11013.466666666667,316.8611111111111,268.3333333333333,101.59803921568627,682.4019607843137,54.833333333333336,13075.345679012345,2004
168,Iowa,"2,952,904","8,499",44,782,,"1,160","6,513","85,775","17,928","62,214",22732.59259259259,9657.246913580248,11013.466666666667,316.8611111111111,268.3333333333333,101.59803921568627,682.4019607843137,54.833333333333336,13075.345679012345,2004
169,Kansas,"2,733,697","10,330",122,"1,142",,"1,812","7,254","109,771","20,146","81,115",22732.59259259259,9657.246913580248,11013.466666666667,316.8611111111111,268.3333333333333,101.59803921568627,682.4019607843137,54.833333333333336,13075.345679012345,2004
170,Kentucky,"4,141,835","10,152",236,"1,238",,"3,268","5,410","105,209","25,902","70,535",22732.59259259259,9657.246913580248,11013.466666666667,316.8611111111111,268.3333333333333,101.59803921568627,682.4019607843137,54.833333333333336,13075.345679012345,2004
171,Louisiana,"4,506,685","28,844",574,"1,616",,"6,564","20,090","199,153","45,359","134,080",22732.59259259259,9657.246913580248,11013.466666666667,316.8611111111111,268.3333333333333,101.59803921568627,682.4019607843137,54.833333333333336,13075.345679012345,2004
172,Maine,"1,314,985","1,364",18,315,,289,742,"31,740","6,341","24,096",22732.59259259259,9657.246913580248,11013.466666666667,316.8611111111111,268.3333333333333,101.59803921568627,682.4019607843137,54.833333333333336,13075.345679012345,2004
173,Maryland,"5,561,332","38,961",521,"1,317",,"12,772","24,351","202,474","36,704","129,888",22732.59259259259,9657.246913580248,11013.466666666667,316.8611111111111,268.3333333333333,101.59803921568627,682.4019607843137,54.833333333333336,13075.345679012345,2004
174,Massachusetts,"6,407,382","29,489",171,"1,794",,"7,484","20,040","158,150","34,497","101,605",22732.59259259259,9657.246913580248,11013.466666666667,316.8611111111111,268.3333333333333,101.59803921568627,682.4019607843137,54.833333333333336,13075.345679012345,2004
175,Michigan,"10,104,206","49,737",643,"5,482",,"11,336","32,276","309,805","64,233","194,988",22732.59259259259,9657.246913580248,11013.466666666667,316.8611111111111,268.3333333333333,101.59803921568627,682.4019607843137,54.833333333333336,13075.345679012345,2004
176,Minnesota,"5,096,546","13,751",113,"2,123",,"4,070","7,445","155,019","28,048","113,453",22732.59259259259,9657.246913580248,11013.466666666667,316.8611111111111,268.3333333333333,101.59803921568627,682.4019607843137,54.833333333333336,13075.345679012345,2004
177,Mississippi,"2,900,768","8,568",227,"1,161",,"2,503","4,677","100,980","27,661","65,440",22732.59259259259,9657.246913580248,11013.466666666667,316.8611111111111,268.3333333333333,101.59803921568627,682.4019607843137,54.833333333333336,13075.345679012345,2004
178,Missouri,"5,759,532","28,226",354,"1,479",,"6,630","19,763","224,629","40,472","158,264",22732.59259259259,9657.246913580248,11013.466666666667,316.8611111111111,268.3333333333333,101.59803921568627,682.4019607843137,54.833333333333336,13075.345679012345,2004
179,Montana,"926,920","2,723",30,273,,233,"2,187","27,215","3,515","22,082",22732.59259259259,9657.246913580248,11013.466666666667,316.8611111111111,268.3333333333333,101.59803921568627,682.4019607843137,54.833333333333336,13075.345679012345,2004
